epoch,accuracy,loss,val_accuracy,val_loss
0,0.3675403296947479,1.984337329864502,0.5087385773658752,1.5954699516296387
1,0.4221838116645813,1.8253083229064941,0.5328416228294373,1.529066562652588
2,0.44051188230514526,1.776207685470581,0.5485935807228088,1.503605604171753
3,0.4508984386920929,1.7438405752182007,0.5501687526702881,1.4827375411987305
4,0.45898690819740295,1.7209471464157104,0.5625953078269958,1.457823634147644
5,0.46476486325263977,1.7053052186965942,0.5755969285964966,1.4391547441482544
6,0.4717152714729309,1.6865930557250977,0.5692211389541626,1.4520820379257202
7,0.47678661346435547,1.6714818477630615,0.5853481888771057,1.4077394008636475
8,0.47915658354759216,1.6628040075302124,0.5691461563110352,1.4199692010879517
9,0.48233944177627563,1.653086543083191,0.5797224640846252,1.4215298891067505
10,0.4860288202762604,1.6445599794387817,0.5916239619255066,1.3753548860549927
11,0.4888239800930023,1.6344608068466187,0.593299150466919,1.3706810474395752
12,0.4902340769767761,1.6292604207992554,0.5980497598648071,1.3608465194702148
13,0.4929354786872864,1.6227607727050781,0.597149670124054,1.3725122213363647
14,0.4937296211719513,1.6201658248901367,0.5950993895530701,1.365602731704712
15,0.4960276782512665,1.6126643419265747,0.600800096988678,1.345808506011963
16,0.4970281720161438,1.6103134155273438,0.6012751460075378,1.3386878967285156
17,0.4991917610168457,1.6046717166900635,0.5960745215415955,1.339025616645813
18,0.5016117691993713,1.5982059240341187,0.6068258285522461,1.329534888267517
19,0.5028561353683472,1.5937886238098145,0.6096261739730835,1.3205636739730835
