epoch,accuracy,loss,val_accuracy,val_loss
0,0.7356434464454651,0.9319555759429932,0.813551664352417,0.6278810501098633
1,0.8347470760345459,0.59461909532547,0.8247280716896057,0.581461489200592
2,0.8647936582565308,0.4862435758113861,0.8405550718307495,0.5497474074363708
3,0.8825808167457581,0.4193648397922516,0.8374797105789185,0.5744175910949707
4,0.8954154849052429,0.369181752204895,0.8710088729858398,0.4486056864261627
5,0.9065930247306824,0.3287423253059387,0.8825353384017944,0.43810006976127625
6,0.9167263507843018,0.2909066677093506,0.8702087998390198,0.5041933059692383
7,0.9241551160812378,0.2615044116973877,0.8852356672286987,0.44159406423568726
8,0.9314588308334351,0.23352321982383728,0.8951869010925293,0.4288555085659027
9,0.9376463890075684,0.2104768604040146,0.885785698890686,0.4775632619857788
10,0.9595731496810913,0.13630236685276031,0.9103888273239136,0.44503986835479736
