epoch,accuracy,loss,val_accuracy,val_loss
0,0.5923173427581787,1.3385534286499023,0.6853106617927551,1.056094765663147
1,0.6424616575241089,1.1810942888259888,0.7040380239486694,0.9874359369277954
2,0.6585010290145874,1.1316781044006348,0.7128891348838806,0.9606579542160034
3,0.6671273112297058,1.1045606136322021,0.7149893641471863,0.9472212195396423
4,0.6732335686683655,1.0856460332870483,0.7193149328231812,0.9269853830337524
5,0.6769042015075684,1.070109486579895,0.7227403521537781,0.9254639148712158
6,0.6801495552062988,1.058890461921692,0.7267908453941345,0.9163811206817627
7,0.6827102303504944,1.0490676164627075,0.7266658544540405,0.9079654216766357
8,0.6844736337661743,1.0422855615615845,0.7322665452957153,0.8960907459259033
9,0.6870218515396118,1.0365585088729858,0.7328665852546692,0.8956868648529053
10,0.6884600520133972,1.0305218696594238,0.7320165038108826,0.8979284763336182
11,0.6897294521331787,1.0241918563842773,0.7361920475959778,0.8819726705551147
12,0.6912583708763123,1.018462896347046,0.737092137336731,0.8853424191474915
13,0.6922932863235474,1.0150643587112427,0.7381672859191895,0.8791907429695129
14,0.6931686997413635,1.0099196434020996,0.7380172610282898,0.8764408826828003
15,0.6939659714698792,1.0090898275375366,0.7377172112464905,0.8766066431999207
16,0.7141825556755066,0.9454028606414795,0.7472934126853943,0.84205162525177
17,0.7168464064598083,0.934902012348175,0.7490186095237732,0.8387196063995361
18,0.7180532813072205,0.93133944272995,0.7487685680389404,0.8385758399963379
19,0.7188817858695984,0.9294262528419495,0.7493436932563782,0.8358827233314514
